year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,2,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4763,508,131.77,5.04,85.25,0,285.95,30,2,20969,5352,249,2334,0,13034
2017,3,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5424,874,208.42,7.35,173.45,1.35,483.43,47,4,39175,10450,582,5842,52,22249
2017,4,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5222,1109,247.21,24.37,332.34,0.38,504.69,90,24,55801,12292,2349,13795,13,27352
2017,5,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5355,1191,295.77,23,247.5,2.28,622.46,36,6,60186,13903,2073,10662,87,33461
2017,6,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5265,1415,342.49,59.87,290.03,0.15,722.46,87,51,82463,17922,6877,14580,8,43076
2017,7,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5356,1520,403.39,41.27,391.6,2.58,681.16,49,37,74239,19936,2966,13686,67,37584
2017,8,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5431,1657,399.11,44.64,431.5,5.01,776.75,215,21,79748,17734,3505,16081,141,42287
2017,9,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5100,617,202.81,13.53,97.52,0.1,303.04,123,2,27882,8722,1032,3207,3,14918
2017,10,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5354,711,210.16,1.73,149.92,1,348.2,33,5,30621,10166,62,4376,24,15993
2017,11,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5206,544,187.93,1.95,61.48,2.26,290.37,21,0,23029,8200,249,2030,71,12479
2017,12,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5258,1156,341.44,8.85,224.74,13.62,567.34,45,22,51577,14249,1133,8312,964,26919
2018,1,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5406,697,216.18,7.81,126.17,0.44,346.4,98,15,30910,10574,382,4338,10,15606
2018,2,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4821,1071,278.24,16.45,315.7,1.36,459.25,118,39,49886,11873,1257,14564,35,22157
2018,3,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5455,960,296.53,8.33,166.47,6.59,482.08,63,4,41992,13109,687,5470,210,22516
2018,4,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5248,1196,325.77,13.42,329.5,1.05,526.26,106,20,60332,15664,1467,14776,71,28354
2018,5,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5365,1331,338.72,34.78,347.02,3.47,607,77,17,73840,17616,2700,17244,59,36221
2018,6,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5272,1081,324.11,34.84,173.2,4.86,543.99,49,21,58157,16152,2606,8839,100,30460
2018,7,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5402,1210,348.11,33.03,235.62,4.11,589.13,79,38,68460,18706,2123,12045,113,35473
2018,8,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5448,991,279.12,30.61,179.95,3.43,497.89,87,17,56721,15574,2209,7791,181,30966
2018,9,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5129,746,185.17,26.43,244.38,1.23,288.79,77,46,44345,10546,2080,15741,38,15940
